County,Date,Temperature,Precipitation,Wind,Gust Wind
Calaveras,2010-10,63.92,0.0,5.8,0.78
Calaveras,2010-11,50.01,0.0,4.98,0.46
Calaveras,2010-12,49.44,0.0,6.28,2.72
Calaveras,2011-01,43.97,0.0,3.99,0.5
Calaveras,2011-02,47.16,0.0,6.58,2.35
Calaveras,2011-03,53.14,0.0,8.06,3.58
Calaveras,2011-04,57.79,0.0,8.89,3.26
Calaveras,2011-05,60.7,0.0,9.55,4.28
Calaveras,2011-06,69.02,0.0,8.16,1.84
Calaveras,2011-07,74.19,0.0,8.23,1.14
Calaveras,2011-08,74.2,0.0,7.26,0.56
Calaveras,2011-09,73.91,0.0,6.35,0.62
Calaveras,2011-10,63.3,0.0,4.75,0.48
Calaveras,2011-11,49.76,0.0,5.34,0.98
Calaveras,2011-12,41.68,0.0,3.79,0.79
Calaveras,2012-01,45.28,0.0,5.21,1.48
Calaveras,2012-02,49.66,0.0,6.55,1.27
Calaveras,2012-03,52.63,0.0,7.07,1.58
Calaveras,2012-04,58.12,0.0,7.66,2.29
Calaveras,2012-05,66.41,0.0,9.39,3.35
Calaveras,2012-06,71.04,0.0,9.92,4.06
Calaveras,2012-07,74.6,0.0,8.11,0.9
Calaveras,2012-08,76.16,0.0,7.47,0.67
Calaveras,2012-09,72.14,0.0,6.14,0.85
Calaveras,2012-10,64.2,0.0,5.43,0.51
Calaveras,2012-11,53.54,0.0,4.74,1.51
Calaveras,2012-12,46.29,0.0,7.13,2.25
Calaveras,2013-01,41.96,0.0,3.64,0.26
Calaveras,2013-02,47.08,0.0,5.32,1.29
Calaveras,2013-03,56.38,0.0,6.44,2.9
Calaveras,2013-04,63.28,0.0,9.4,5.98
Calaveras,2013-05,67.52,0.0,10.06,6.36
Calaveras,2013-06,72.98,0.0,8.86,3.44
Calaveras,2013-07,76.75,0.0,7.77,0.59
Calaveras,2013-08,73.88,0.0,7.81,1.12
Calaveras,2013-09,69.95,0.0,7.85,1.55
Calaveras,2013-10,58.86,0.0,4.91,1.02
Calaveras,2013-11,52.83,0.0,3.84,0.41
Calaveras,2013-12,42.55,0.0,3.89,0.63
Calaveras,2014-01,48.41,0.0,3.17,0.15
Calaveras,2014-02,52.1,0.0,6.09,1.62
Calaveras,2014-03,57.87,0.04,6.49,0.86
Calaveras,2014-04,61.47,0.03,7.18,1.92
Calaveras,2014-05,68.88,0.0,9.48,3.86
Calaveras,2014-06,73.62,0.01,9.25,2.71
Calaveras,2014-07,77.65,0.0,8.12,0.68
Calaveras,2014-08,75.05,0.0,7.67,0.67
Calaveras,2014-09,73.38,0.02,6.48,0.41
Calaveras,2014-10,67.11,0.0,4.92,0.24
Calaveras,2014-11,53.99,0.04,3.87,0.24
Calaveras,2014-12,51.62,0.21,6.74,1.68
Calaveras,2015-01,46.25,0.0,3.18,0.0
Calaveras,2015-02,52.81,0.05,4.85,1.23
Calaveras,2015-03,59.22,0.01,5.83,0.52
Calaveras,2015-04,61.65,0.04,8.3,2.56
Calaveras,2015-05,63.75,0.0,9.18,3.21
Calaveras,2015-06,75.85,0.01,7.82,1.34
Calaveras,2015-07,76.69,0.0,9.01,2.17
Calaveras,2015-08,75.99,0.0,7.65,0.97
Calaveras,2015-09,74.01,0.0,6.47,1.3
Calaveras,2015-10,68.98,0.01,5.56,0.69
Calaveras,2015-11,49.67,0.06,5.16,1.0
Calaveras,2015-12,45.56,0.08,6.18,1.48
Calaveras,2016-01,48.46,0.16,6.13,1.2
Calaveras,2016-02,52.56,0.02,5.31,0.95
Calaveras,2016-03,56.81,0.11,7.9,1.61
Calaveras,2016-04,62.4,0.09,8.28,2.54
Calaveras,2016-05,67.17,0.01,8.61,2.65
Calaveras,2016-06,75.25,0.0,9.0,1.95
Calaveras,2016-07,76.82,0.0,8.59,0.99
Calaveras,2016-08,74.18,0.0,7.66,0.17
Calaveras,2016-09,71.16,0.0,6.76,0.73
Calaveras,2016-10,63.0,0.08,5.97,0.56
Calaveras,2016-11,51.04,0.06,4.07,0.09
Calaveras,2016-12,45.18,0.07,6.18,1.57
Calaveras,2017-01,45.96,0.21,8.03,3.66
Calaveras,2017-02,52.72,0.18,9.0,3.31
Calaveras,2017-03,56.58,0.07,7.03,2.0
Calaveras,2017-04,59.56,0.06,8.46,2.63
Calaveras,2017-05,68.43,0.0,9.45,2.86
Calaveras,2017-06,75.82,0.0,9.39,1.92
Calaveras,2017-07,80.12,0.0,7.81,0.38
Calaveras,2017-08,73.6,0.0,7.19,0.52
Calaveras,2017-09,73.96,0.0,7.14,0.83
Calaveras,2017-10,63.6,0.0,6.03,0.98
Calaveras,2017-11,54.94,0.03,4.39,0.09
Calaveras,2017-12,45.53,0.0,4.14,0.93
Calaveras,2018-01,50.79,0.1,5.27,0.28
Calaveras,2018-02,50.74,0.03,6.63,1.11
Calaveras,2018-03,54.63,0.08,7.21,2.17
Calaveras,2018-04,60.74,0.06,8.15,1.92
Calaveras,2018-05,67.03,0.0,10.39,3.93
Calaveras,2018-06,74.77,0.0,9.33,2.02
Calaveras,2018-07,79.94,0.0,8.41,0.55
Calaveras,2018-08,75.06,0.0,7.41,0.24
Calaveras,2018-09,71.34,0.0,6.97,0.18
Calaveras,2018-10,65.21,0.04,6.13,1.07
Calaveras,2018-11,53.98,0.07,4.72,0.47
Calaveras,2018-12,48.43,0.08,5.33,0.84
Calaveras,2019-01,49.98,0.07,6.26,1.94
Calaveras,2019-02,48.63,0.17,9.72,3.39
Calaveras,2019-03,54.63,0.08,6.87,1.62
Calaveras,2019-04,63.53,0.02,7.24,2.32
Calaveras,2019-05,64.25,0.08,8.51,1.79
Calaveras,2019-06,76.54,0.0,8.77,2.09
Calaveras,2019-07,78.34,0.0,8.34,0.76
Calaveras,2019-08,79.03,0.0,7.76,0.54
Calaveras,2019-09,73.04,0.01,7.73,1.17
Calaveras,2019-10,62.88,0.0,5.97,1.36
Calaveras,2019-11,54.76,0.03,4.78,1.16
Calaveras,2019-12,50.51,0.11,6.47,0.94
Calaveras,2020-01,48.09,0.03,4.99,0.25
Calaveras,2020-02,52.99,0.0,6.37,1.49
Calaveras,2020-03,54.69,0.06,6.23,0.79
Calaveras,2020-04,62.49,0.03,7.87,1.43
Calaveras,2020-05,70.51,0.01,8.04,2.14
Calaveras,2020-06,76.03,0.0,9.91,3.91
Calaveras,2020-07,77.73,0.0,8.38,0.63
Calaveras,2020-08,81.22,0.0,7.95,0.95
Calaveras,2020-09,76.09,0.0,6.45,0.82
Calaveras,2020-10,68.6,0.0,5.04,0.47
Calaveras,2020-11,51.92,0.0,4.63,0.41
Calaveras,2020-12,47.5,0.06,5.24,0.09
Calaveras,2021-01,49.1,0.13,6.9,2.09
Calaveras,2021-02,52.75,0.03,7.12,1.19
Calaveras,2021-03,52.3,0.03,7.19,1.67
Calaveras,2021-04,58.97,0.0,8.41,1.86
Calaveras,2021-05,66.94,0.0,10.97,3.95
Calaveras,2021-06,72.83,0.0,9.87,1.85
Calaveras,2021-07,77.05,0.0,8.46,0.48
Calaveras,2021-08,74.76,0.0,7.63,0.39
Calaveras,2021-09,71.56,0.0,7.21,0.73
Calaveras,2021-10,60.45,0.12,6.19,1.94
Calaveras,2021-11,51.76,0.02,4.29,0.24
Calaveras,2021-12,46.51,0.13,7.05,1.43
Colusa,2010-01,47.3,0.0,6.47,3.06
Colusa,2010-02,50.96,0.0,6.04,1.67
Colusa,2010-03,52.56,0.0,7.54,1.99
Colusa,2010-04,54.82,0.0,8.36,3.41
Colusa,2010-05,60.66,0.0,8.59,3.16
Colusa,2010-06,71.98,0.0,9.37,2.91
Colusa,2010-07,72.91,0.0,8.94,0.63
Colusa,2010-08,70.39,0.0,8.83,1.18
Colusa,2010-09,70.75,0.0,6.06,0.48
Colusa,2010-10,63.27,0.0,6.84,1.19
Colusa,2010-11,51.77,0.0,6.96,1.52
Colusa,2010-12,49.6,0.0,6.4,2.14
Colusa,2011-01,44.34,0.0,4.18,0.32
Colusa,2011-02,47.08,0.0,8.47,4.5
Colusa,2011-03,52.56,0.0,9.03,3.79
Colusa,2011-04,57.31,0.0,8.75,3.15
Colusa,2011-05,60.5,0.0,9.38,2.88
Colusa,2011-06,68.59,0.0,7.77,1.48
Colusa,2011-07,73.49,0.0,8.22,0.73
Colusa,2011-08,72.72,0.0,7.18,0.2
Colusa,2011-09,73.24,0.0,6.03,0.53
Colusa,2011-10,63.04,0.0,5.07,0.47
Colusa,2011-11,50.55,0.0,6.33,1.76
Colusa,2011-12,44.62,0.0,5.69,1.81
Colusa,2012-01,46.81,0.0,6.12,2.41
Colusa,2012-02,50.67,0.0,7.51,2.69
Colusa,2012-03,52.96,0.0,8.95,3.28
Colusa,2012-04,59.76,0.0,7.1,1.49
Colusa,2012-05,67.9,0.0,8.5,2.64
Colusa,2012-06,72.26,0.0,9.31,2.81
Colusa,2012-07,74.48,0.0,8.54,1.52
Colusa,2012-08,75.63,0.0,7.69,0.84
Colusa,2012-09,72.09,0.0,5.55,0.0
Colusa,2012-10,64.08,0.0,6.18,0.87
Colusa,2012-11,54.11,0.0,5.57,2.61
Colusa,2012-12,47.51,0.0,7.37,2.73
Colusa,2013-01,42.76,0.0,3.5,0.06
Colusa,2013-02,48.37,0.0,6.21,1.33
Colusa,2013-03,56.37,0.0,6.63,1.52
Colusa,2013-04,63.09,0.0,9.23,5.32
Colusa,2013-05,67.72,0.0,9.32,2.44
Colusa,2013-06,73.54,0.0,8.03,1.08
Colusa,2013-07,75.33,0.0,9.07,1.01
Colusa,2013-08,73.22,0.0,8.5,0.28
Colusa,2013-09,69.97,0.0,8.46,1.23
Colusa,2013-10,60.78,0.0,5.89,1.94
Colusa,2013-11,53.28,0.0,5.73,2.07
Colusa,2013-12,42.7,0.0,4.65,1.31
Colusa,2014-01,48.17,0.0,3.75,0.48
Colusa,2014-02,52.68,0.0,7.51,2.61
Colusa,2014-03,57.46,0.0,7.98,2.53
Colusa,2014-04,61.02,0.05,6.6,1.23
Colusa,2014-05,68.91,0.01,8.08,2.28
Colusa,2014-06,73.6,0.0,8.75,1.78
Colusa,2014-07,76.28,0.0,8.78,0.6
Colusa,2014-08,73.43,0.0,8.57,0.85
Colusa,2014-09,72.4,0.01,6.82,0.31
Colusa,2014-10,65.73,0.01,5.67,1.24
Colusa,2014-11,53.38,0.06,4.38,0.37
Colusa,2014-12,51.59,0.26,7.43,2.25
Colusa,2015-01,46.35,0.0,3.29,0.06
Colusa,2015-02,53.29,0.09,5.9,2.0
Colusa,2015-03,59.4,0.0,5.3,0.54
Colusa,2015-04,60.66,0.05,8.11,2.66
Colusa,2015-05,63.17,0.0,10.12,2.47
Colusa,2015-06,75.11,0.0,8.3,0.91
Colusa,2015-07,75.46,0.0,9.69,1.36
Colusa,2015-08,74.49,0.0,8.32,0.52
Colusa,2015-09,71.88,0.0,6.94,1.16
Colusa,2015-10,67.87,0.0,5.97,0.7
Colusa,2015-11,48.95,0.06,5.97,0.8
Colusa,2015-12,46.13,0.04,7.11,2.32
Colusa,2016-01,49.2,0.16,7.75,3.57
Colusa,2016-02,52.62,0.03,5.61,1.14
Colusa,2016-03,56.31,0.2,8.53,2.61
Colusa,2016-04,62.07,0.02,8.67,2.68
Colusa,2016-05,67.65,0.02,7.65,1.05
Colusa,2016-06,74.32,0.0,8.4,0.57
Colusa,2016-07,75.22,0.0,9.44,0.71
Colusa,2016-08,72.6,0.0,8.91,0.2
Colusa,2016-09,70.26,0.0,7.25,0.58
Colusa,2016-10,61.85,0.08,7.2,1.03
Colusa,2016-11,53.16,0.05,5.0,0.02
Colusa,2016-12,43.93,0.09,6.06,1.26
Colusa,2017-01,46.01,0.3,9.47,4.63
Colusa,2017-02,51.93,0.23,9.64,3.89
Colusa,2017-03,55.92,0.07,7.79,2.31
Colusa,2017-04,58.53,0.1,8.36,1.8
Colusa,2017-05,66.96,0.0,8.68,1.85
Colusa,2017-06,74.33,0.01,8.36,0.61
Colusa,2017-07,78.16,0.0,8.45,0.2
Colusa,2017-08,76.11,0.0,8.7,0.23
Colusa,2017-09,72.76,0.0,7.44,0.74
Colusa,2017-10,62.54,0.01,6.92,2.3
Colusa,2017-11,53.93,0.07,6.09,0.13
Colusa,2017-12,44.38,0.0,5.11,1.76
Colusa,2018-01,48.59,0.14,5.24,0.13
Colusa,2018-02,48.48,0.01,7.18,2.14
Colusa,2018-03,52.32,0.17,7.84,1.99
Colusa,2018-04,58.76,0.06,7.61,1.39
Colusa,2018-05,65.13,0.01,9.77,2.39
Colusa,2018-06,72.53,0.0,9.07,0.96
Colusa,2018-07,77.06,0.0,8.33,0.12
Colusa,2018-08,72.95,0.0,8.02,0.34
Colusa,2018-09,69.76,0.0,6.68,0.14
Colusa,2018-10,63.73,0.05,6.59,1.12
Colusa,2018-11,52.51,0.11,6.04,1.66
Colusa,2018-12,47.31,0.07,6.8,0.96
Colusa,2019-01,48.66,0.15,7.2,2.93
Colusa,2019-02,47.02,0.28,10.43,4.53
Colusa,2019-03,52.93,0.12,7.78,1.61
Colusa,2019-04,61.93,0.01,8.51,1.65
Colusa,2019-05,62.13,0.08,9.15,1.5
Colusa,2019-06,73.97,0.0,8.46,1.75
Colusa,2019-07,75.38,0.0,8.64,0.4
Colusa,2019-08,76.73,0.0,7.76,0.31
Colusa,2019-09,70.69,0.01,7.41,0.46
Colusa,2019-10,61.14,0.0,7.13,3.05
Colusa,2019-11,53.81,0.01,4.86,1.84
Colusa,2019-12,48.9,0.18,6.21,0.87
Colusa,2020-01,47.64,0.04,6.32,0.12
Colusa,2020-02,52.31,0.0,7.11,2.22
Colusa,2020-03,52.99,0.05,7.84,1.55
Colusa,2020-04,60.9,0.03,7.81,1.13
Colusa,2020-05,68.71,0.01,8.28,1.21
Colusa,2020-06,74.13,0.0,9.0,2.05
Colusa,2020-07,75.27,0.0,9.02,0.35
Colusa,2020-08,78.33,0.0,7.53,0.46
Colusa,2020-09,74.01,0.0,6.67,0.98
Colusa,2020-10,66.68,0.0,5.48,0.99
Colusa,2020-11,51.31,0.02,5.42,0.68
Colusa,2020-12,46.55,0.04,5.75,0.66
Colusa,2021-01,48.19,0.08,7.55,3.44
Colusa,2021-02,51.59,0.03,7.32,1.88
Colusa,2021-03,53.07,0.05,8.03,2.0
Colusa,2021-04,61.49,0.0,8.11,0.87
Colusa,2021-05,69.05,0.0,10.03,4.48
Colusa,2021-06,74.39,0.0,9.5,0.99
Colusa,2021-07,76.75,0.0,9.34,0.33
Colusa,2021-08,75.15,0.0,7.67,0.41
Colusa,2021-09,72.87,0.0,7.23,0.92
Colusa,2021-10,61.67,0.16,7.81,2.8
Colusa,2021-11,52.98,0.02,4.41,0.81
Colusa,2021-12,45.59,0.19,6.99,2.57
Contra Costa,2010-01,49.87,0.0,7.07,1.73
Contra Costa,2010-02,52.36,0.0,6.79,1.41
Contra Costa,2010-03,53.44,0.0,8.4,1.39
Contra Costa,2010-04,54.24,0.0,9.77,2.51
Contra Costa,2010-05,56.36,0.0,9.84,1.06
Contra Costa,2010-06,61.92,0.0,9.92,0.97
Contra Costa,2010-07,61.69,0.0,9.59,0.4
Contra Costa,2010-08,62.49,0.0,9.61,0.69
Contra Costa,2010-09,66.55,0.0,7.43,0.3
Contra Costa,2010-10,63.63,0.0,6.68,0.38
Contra Costa,2010-11,54.7,0.0,6.56,0.71
Contra Costa,2010-12,51.76,0.0,6.76,1.49
Contra Costa,2011-01,49.37,0.0,4.59,0.07
Contra Costa,2011-02,49.98,0.0,8.43,2.77
Contra Costa,2011-03,53.31,0.0,9.58,2.65
Contra Costa,2011-04,55.17,0.0,10.21,1.49
Contra Costa,2011-05,56.32,0.0,11.59,1.65
Contra Costa,2011-06,58.97,0.0,9.05,0.59
Contra Costa,2011-07,60.86,0.0,9.45,0.46
Contra Costa,2011-08,59.66,0.0,8.51,0.29
Contra Costa,2011-09,62.64,0.0,7.21,0.19
Contra Costa,2011-10,63.26,0.0,6.04,0.49
Contra Costa,2011-11,55.74,0.0,6.4,0.9
Contra Costa,2011-12,47.95,0.0,4.4,1.24
Contra Costa,2012-01,48.5,0.0,5.52,1.08
Contra Costa,2012-02,51.14,0.0,7.26,1.07
Contra Costa,2012-03,51.94,0.0,9.81,2.63
Contra Costa,2012-04,55.55,0.0,9.25,1.64
Contra Costa,2012-05,57.38,0.0,9.57,0.79
Contra Costa,2012-06,59.7,0.0,10.02,0.99
Contra Costa,2012-07,60.19,0.0,9.59,0.73
Contra Costa,2012-08,60.66,0.0,9.15,0.7
Contra Costa,2012-09,58.61,0.0,7.68,0.15
Contra Costa,2012-10,61.2,0.0,6.4,0.41
Contra Costa,2012-11,57.6,0.0,6.5,0.61
Contra Costa,2012-12,52.09,0.0,7.46,1.74
Contra Costa,2013-01,48.42,0.0,4.36,0.32
Contra Costa,2013-02,51.31,0.0,6.04,0.54
Contra Costa,2013-03,55.53,0.0,7.27,0.65
Contra Costa,2013-04,60.01,0.0,8.95,2.01
Contra Costa,2013-05,60.83,0.0,9.89,0.7
Contra Costa,2013-06,62.74,0.0,9.32,0.65
Contra Costa,2013-07,62.53,0.0,9.47,0.96
Contra Costa,2013-08,62.73,0.0,8.71,0.38
Contra Costa,2013-09,64.8,0.0,9.17,0.68
Contra Costa,2013-10,58.85,0.0,6.31,0.87
Contra Costa,2013-11,55.15,0.0,5.05,1.02
Contra Costa,2013-12,46.77,0.0,4.09,0.39
Contra Costa,2014-01,51.69,0.0,3.78,0.2
Contra Costa,2014-02,53.25,0.0,6.9,0.82
Contra Costa,2014-03,58.06,0.05,8.19,1.44
Contra Costa,2014-04,58.16,0.07,8.53,1.44
Contra Costa,2014-05,62.09,0.0,10.52,0.77
Contra Costa,2014-06,61.42,0.0,9.76,1.0
Contra Costa,2014-07,64.37,0.0,9.85,0.41
Contra Costa,2014-08,65.04,0.0,9.02,0.56
Contra Costa,2014-09,65.39,0.01,7.99,0.38
Contra Costa,2014-10,63.18,0.01,6.32,0.3
Contra Costa,2014-11,56.63,0.06,4.7,0.12
Contra Costa,2014-12,54.33,0.3,6.86,2.19
Contra Costa,2015-01,50.78,0.0,3.49,0.19
Contra Costa,2015-02,55.89,0.07,6.29,2.28
Contra Costa,2015-03,57.75,0.01,6.34,0.0
Contra Costa,2015-04,56.84,0.03,9.77,0.91
Contra Costa,2015-05,56.47,0.0,10.99,0.73
Contra Costa,2015-06,61.53,0.01,9.11,0.79
Contra Costa,2015-07,65.55,0.0,10.39,0.69
Contra Costa,2015-08,67.13,0.0,9.51,0.15
Contra Costa,2015-09,66.1,0.0,7.73,0.46
Contra Costa,2015-10,63.82,0.0,6.15,0.23
Contra Costa,2015-11,53.05,0.03,6.53,1.14
Contra Costa,2015-12,49.51,0.02,7.46,1.4
Contra Costa,2016-01,52.82,0.01,7.62,1.27
Contra Costa,2016-02,56.19,0.0,6.1,0.72
Contra Costa,2016-03,57.38,0.01,9.83,1.42
Contra Costa,2016-04,60.54,0.0,9.59,0.79
Contra Costa,2016-05,60.79,0.0,10.12,0.46
Contra Costa,2016-06,63.38,0.0,10.62,0.64
Contra Costa,2016-07,62.49,0.0,10.02,0.23
Contra Costa,2016-08,62.47,0.0,10.02,0.16
Contra Costa,2016-09,64.11,0.0,8.65,0.2
Contra Costa,2016-10,62.85,0.0,7.87,0.54
Contra Costa,2016-11,57.67,0.04,6.16,0.42
Contra Costa,2016-12,50.74,0.13,6.29,0.4
Contra Costa,2017-01,50.31,0.24,8.73,2.43
Contra Costa,2017-02,54.73,0.26,9.32,1.94
Contra Costa,2017-03,57.15,0.09,8.57,0.97
Contra Costa,2017-04,59.16,0.08,9.74,0.99
Contra Costa,2017-05,61.12,0.0,11.18,0.96
Contra Costa,2017-06,63.9,0.0,10.6,0.58
Contra Costa,2017-07,63.41,0.0,9.1,0.38
Contra Costa,2017-08,63.28,0.0,9.47,0.17
Contra Costa,2017-09,66.8,0.0,8.13,0.32
Contra Costa,2017-10,60.7,0.0,6.28,0.35
Contra Costa,2017-11,55.69,0.1,5.87,0.1
Contra Costa,2017-12,49.03,0.0,4.83,0.71
Contra Costa,2018-01,51.64,0.15,5.18,0.11
Contra Costa,2018-02,51.73,0.01,7.63,1.3
Contra Costa,2018-03,53.13,0.12,8.54,0.71
Contra Costa,2018-04,55.96,0.1,9.51,0.54
Contra Costa,2018-05,57.63,0.0,11.6,1.0
Contra Costa,2018-06,60.64,0.0,10.15,0.36
Contra Costa,2018-07,61.91,0.0,10.13,0.24
Contra Costa,2018-08,61.65,0.0,9.52,0.09
Contra Costa,2018-09,60.64,0.0,8.13,0.12
Contra Costa,2018-10,61.34,0.0,6.55,0.23
Contra Costa,2018-11,55.6,0.1,5.52,0.77
Contra Costa,2018-12,52.0,0.06,6.27,1.03
Contra Costa,2019-01,53.05,0.12,6.99,1.52
Contra Costa,2019-02,50.17,0.22,10.87,2.99
Contra Costa,2019-03,54.59,0.12,8.65,0.75
Contra Costa,2019-04,59.43,0.02,9.28,0.71
Contra Costa,2019-05,58.7,0.06,11.59,1.17
Contra Costa,2019-06,64.68,0.0,9.77,0.6
Contra Costa,2019-07,64.17,0.0,9.66,0.23
Contra Costa,2019-08,67.12,0.0,9.11,0.23
Contra Costa,2019-09,66.84,0.01,8.78,0.36
Contra Costa,2019-10,61.43,0.0,6.15,0.88
Contra Costa,2019-11,54.5,0.03,5.64,0.81
Contra Costa,2019-12,53.26,0.1,7.2,1.02
Contra Costa,2020-01,51.75,0.06,5.66,0.3
Contra Costa,2020-02,55.27,0.0,6.61,1.34
Contra Costa,2020-03,55.62,0.05,8.06,0.83
Contra Costa,2020-04,58.67,0.03,9.18,0.13
Contra Costa,2020-05,63.77,0.01,9.92,0.36
Contra Costa,2020-06,65.14,0.0,10.77,1.07
Contra Costa,2020-07,64.18,0.0,9.84,0.41
Contra Costa,2020-08,67.57,0.0,8.98,0.53
Contra Costa,2020-09,68.18,0.0,6.64,0.06
Contra Costa,2020-10,66.25,0.0,5.92,0.52
